Target_ID,Target_Protein_Name,Domain_ID
Q9BYV2,Tripartite motif-containing protein 54,PF00643
Q9BYV2,Tripartite motif-containing protein 54,PF13445
Q86YA3,5'-3' DNA helicase ZGRF1,PF13086
Q86YA3,5'-3' DNA helicase ZGRF1,PF13087
Q86YA3,5'-3' DNA helicase ZGRF1,PF10382
Q86YA3,5'-3' DNA helicase ZGRF1,PF06839
Q9UNE7,E3 ubiquitin-protein ligase CHIP,PF12895
Q9UNE7,E3 ubiquitin-protein ligase CHIP,PF18391
Q9UNE7,E3 ubiquitin-protein ligase CHIP,PF04564
O60663,LIM homeobox transcription factor 1-beta,PF00046
O60663,LIM homeobox transcription factor 1-beta,PF00412
Q14296,Fas-activated serine/threonine kinase,PF06743
Q14296,Fas-activated serine/threonine kinase,PF08368
Q14296,Fas-activated serine/threonine kinase,PF08373
Q92990,Glomulin,PF08568
Q5NF52,ATP-dependent DNA helicase,PF13749
Q5NF52,ATP-dependent DNA helicase,PF13412
Q5NF52,ATP-dependent DNA helicase,PF04326
P21860,Receptor tyrosine-protein kinase erbB-3,PF00757
P21860,Receptor tyrosine-protein kinase erbB-3,PF14843
P21860,Receptor tyrosine-protein kinase erbB-3,PF07714
P21860,Receptor tyrosine-protein kinase erbB-3,PF01030
P15056,Serine/threonine-protein kinase B-raf,PF00130
P15056,Serine/threonine-protein kinase B-raf,PF07714
P15056,Serine/threonine-protein kinase B-raf,PF02196
Q14190,Single-minded homolog 2,PF23171
Q14190,Single-minded homolog 2,PF00989
Q14190,Single-minded homolog 2,PF08447
Q14190,Single-minded homolog 2,PF06621
Q9Y450,HBS1-like protein,PF22594
Q9Y450,HBS1-like protein,PF00009
Q9Y450,HBS1-like protein,PF03144
Q9Y450,HBS1-like protein,PF08938
P23771,Trans-acting T-cell-specific transcription factor GATA-3,PF00320
P25791,Rhombotin-2,PF00412
P51812,Ribosomal protein S6 kinase alpha-3,PF00069
P51812,Ribosomal protein S6 kinase alpha-3,PF00433
Q9NQT4,Exosome complex component RRP46,PF01138
Q9NQT4,Exosome complex component RRP46,PF03725
Q12852,Mitogen-activated protein kinase kinase kinase 12,PF07714
Q8NDN9,RCC1 and BTB domain-containing protein 1,PF00651
Q8NDN9,RCC1 and BTB domain-containing protein 1,PF25390
Q8TD08,Mitogen-activated protein kinase 15,PF00069
Q9Y2Z0,Protein SGT1 homolog,PF04969
Q9Y2Z0,Protein SGT1 homolog,PF05002
Q9Y2Z0,Protein SGT1 homolog,PF13432
P42679,Megakaryocyte-associated tyrosine-protein kinase,PF07714
P42679,Megakaryocyte-associated tyrosine-protein kinase,PF00017
P42679,Megakaryocyte-associated tyrosine-protein kinase,PF00018
Q8TBP5,Membrane protein FAM174A,PF06679
Q8TEQ6,Gem-associated protein 5,PF23770
Q8TEQ6,Gem-associated protein 5,PF23775
Q8TEQ6,Gem-associated protein 5,PF23777
Q8TEQ6,Gem-associated protein 5,PF23774
Q8TEQ6,Gem-associated protein 5,PF00400
Q9Y2U5,Mitogen-activated protein kinase kinase kinase 2,PF00564
Q9Y2U5,Mitogen-activated protein kinase kinase kinase 2,PF00069
Q8N5H7,SH2 domain-containing protein 3C,PF00617
Q8N5H7,SH2 domain-containing protein 3C,PF00017
Q9HCZ1,Zinc finger protein 334,PF01352
Q9HCZ1,Zinc finger protein 334,PF00096
Q9HCZ1,Zinc finger protein 334,PF13912
Q8TCA0,Leucine-rich repeat-containing protein 20,PF13855
Q8D194,Dihydroxyacetone kinase,PF02733
O60884,DnaJ homolog subfamily A member 2,PF00226
O60884,DnaJ homolog subfamily A member 2,PF01556
O60884,DnaJ homolog subfamily A member 2,PF00684
P12830,Cadherin-1,PF01049
P12830,Cadherin-1,PF00028
P12830,Cadherin-1,PF08758
P15918,V,PF12940
P15918,V,PF12560
P15918,V,PF00097
P15918,V,PF10426
Q00535,Cyclin-dependent kinase 5,PF00069
P06733,Alpha-enolase,PF00113
P06733,Alpha-enolase,PF03952
P53041,Serine/threonine-protein phosphatase 5,PF00149
P53041,Serine/threonine-protein phosphatase 5,PF08321
P53041,Serine/threonine-protein phosphatase 5,PF00515
Q7Z7L1,Schlafen family member 11,PF17057
Q7Z7L1,Schlafen family member 11,PF09848
Q7Z7L1,Schlafen family member 11,PF04326
Q7Z7L1,Schlafen family member 11,PF21026
Q8IWL3,Iron-sulfur cluster co-chaperone protein HscB,PF18256
Q8IWL3,Iron-sulfur cluster co-chaperone protein HscB,PF07743
Q92772,Cyclin-dependent kinase-like 2,PF00069
P21453,Sphingosine 1-phosphate receptor 1,PF00001
Q9BXW4,Microtubule-associated protein 1 light chain 3 gamma,PF02991
O75962,Triple functional domain protein,PF13716
O75962,Triple functional domain protein,PF07679
O75962,Triple functional domain protein,PF00069
O75962,Triple functional domain protein,PF00621
O75962,Triple functional domain protein,PF16609
O75962,Triple functional domain protein,PF00018
O75962,Triple functional domain protein,PF23587
O75962,Triple functional domain protein,PF22697
O75962,Triple functional domain protein,PF00435
O75962,Triple functional domain protein,PF23323
P57078,Receptor-interacting serine/threonine-protein kinase 4,PF12796
P57078,Receptor-interacting serine/threonine-protein kinase 4,PF13637
P57078,Receptor-interacting serine/threonine-protein kinase 4,PF00069
Q92820,Gamma-glutamyl hydrolase,PF07722
Q99558,Mitogen-activated protein kinase kinase kinase 14,PF00069
Q70CQ1,Ubiquitin carboxyl-terminal hydrolase 49,PF00443
Q70CQ1,Ubiquitin carboxyl-terminal hydrolase 49,PF02148
Q9WUM4,Coronin-1C,PF08953
Q9WUM4,Coronin-1C,PF00400
Q9WUM4,Coronin-1C,PF16300
Q7Z6Z6,Patatin-like phospholipase domain-containing protein 5,PF01734
P0DTD3,Putative ORF9c protein,PF17635
Q15850,receptor protein-tyrosine kinase,PF07714
O14757,Serine/threonine-protein kinase Chk1,PF00069
O15116,U6 snRNA-associated Sm-like protein LSm1,PF01423
Q15120,[Pyruvate dehydrogenase,PF10436
Q15120,[Pyruvate dehydrogenase,PF02518
P50613,Cyclin-dependent kinase 7,PF00069
P52435,DNA-directed RNA polymerase II subunit RPB11-a,PF13656
Q15468,SCL-interrupting locus protein,PF15253
Q9NR30,Nucleolar RNA helicase 2,PF00270
Q9NR30,Nucleolar RNA helicase 2,PF08152
Q9NR30,Nucleolar RNA helicase 2,PF00271
Q9Y239,Nucleotide-binding oligomerization domain-containing protein 1,PF00619
Q9Y239,Nucleotide-binding oligomerization domain-containing protein 1,PF13516
Q9Y239,Nucleotide-binding oligomerization domain-containing protein 1,PF05729
Q9Y239,Nucleotide-binding oligomerization domain-containing protein 1,PF17776
Q9Y239,Nucleotide-binding oligomerization domain-containing protein 1,PF17779
Q99697,Pituitary homeobox 2,PF00046
Q99697,Pituitary homeobox 2,PF03826
O75940,Survival of motor neuron-related-splicing factor 30,PF06003
O96006,E3 SUMO-protein ligase ZBED1,PF05699
O96006,E3 SUMO-protein ligase ZBED1,PF02892
P27348,14-3-3 protein theta,PF00244
O14939,Phospholipase D2,PF00614
O14939,Phospholipase D2,PF13091
O14939,Phospholipase D2,PF00787
Q9UQB9,Aurora kinase C,PF00069
O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,PF18397
O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,PF12179
O14920,Inhibitor of nuclear factor kappa-B kinase subunit beta,PF00069
P63000,Ras-related C3 botulinum toxin substrate 1,PF00071
Q13237,cGMP-dependent protein kinase 2,PF00027
Q13237,cGMP-dependent protein kinase 2,PF00069
P03372,Estrogen receptor,PF12743
P03372,Estrogen receptor,PF00104
P03372,Estrogen receptor,PF02159
P03372,Estrogen receptor,PF00105
Q8IY45,Protein AMN1 homolog,PF13516
Q9NX40,OCIA domain-containing protein 1,PF07051
Q9HCK0,Zinc finger and BTB domain-containing protein 26,PF00651
Q9HCK0,Zinc finger and BTB domain-containing protein 26,PF00096
P08238,Heat shock protein HSP 90-beta,PF13589
P08238,Heat shock protein HSP 90-beta,PF00183
P80370,Protein delta homolog 1,PF00008
Q12933,TNF receptor-associated factor 2,PF21355
Q12933,TNF receptor-associated factor 2,PF21341
Q12933,TNF receptor-associated factor 2,PF16673
Q12933,TNF receptor-associated factor 2,PF00097
Q12933,TNF receptor-associated factor 2,PF02176
Q8WZ19,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1,PF02214
Q9P2G3,Kelch-like protein 14,PF07707
Q9P2G3,Kelch-like protein 14,PF00651
Q9P2G3,Kelch-like protein 14,PF01344
Q9P2G3,Kelch-like protein 14,PF24681
Q9UHV9,Prefoldin subunit 2,PF01920
P21580,Tumor necrosis factor alpha-induced protein 3,PF02338
P21580,Tumor necrosis factor alpha-induced protein 3,PF01754
P49354,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha,PF01239
Q86Z14,Beta-klotho,PF00232
Q08379,Golgin subfamily A member 2,PF19046
Q08379,Golgin subfamily A member 2,PF15070
Q16513,Serine/threonine-protein kinase N2,PF02185
Q16513,Serine/threonine-protein kinase N2,PF00069
Q16513,Serine/threonine-protein kinase N2,PF00433
Q13286,Battenin,PF02487
P21802,Fibroblast growth factor receptor 2,PF07679
P21802,Fibroblast growth factor receptor 2,PF13927
P21802,Fibroblast growth factor receptor 2,PF07714
P06821,Matrix protein 2,PF00599
P69479,Phosphoprotein,PF03012
Q9D6T1,Tubulin epsilon chain,PF00091
Q9D6T1,Tubulin epsilon chain,PF03953
Q0WGQ5,Sugar ABC transporter,PF13407
Q13304,Uracil nucleotide/cysteinyl leukotriene receptor,PF00001
Q96C12,Armadillo repeat-containing protein 5,PF24768
Q9UKT8,F-box/WD repeat-containing protein 2,PF12937
Q9UKT8,F-box/WD repeat-containing protein 2,PF00400
P52564,Dual specificity mitogen-activated protein kinase kinase 6,PF00069
Q96M94,Kelch-like protein 15,PF07707
Q96M94,Kelch-like protein 15,PF00651
Q96M94,Kelch-like protein 15,PF01344
Q96M94,Kelch-like protein 15,PF13964
P40337,von Hippel-Lindau disease tumor suppressor,PF01847
P40337,von Hippel-Lindau disease tumor suppressor,PF17211
Q13618,Cullin-3,PF00888
Q13618,Cullin-3,PF10557
Q7L273,BTB/POZ domain-containing protein KCTD9,PF02214
Q7L273,BTB/POZ domain-containing protein KCTD9,PF11834
Q7L273,BTB/POZ domain-containing protein KCTD9,PF00805
Q9Y4K3,TNF receptor-associated factor 6,PF21355
Q9Y4K3,TNF receptor-associated factor 6,PF18048
Q9Y4K3,TNF receptor-associated factor 6,PF13923
Q9Y4K3,TNF receptor-associated factor 6,PF02176
O14649,Potassium channel subfamily K member 3,PF07885
Q9NVV9,THAP domain-containing protein 1,PF05485
O00115,Deoxyribonuclease-2-alpha,PF03265
O00267,Transcription elongation factor SPT5,PF00467
O00267,Transcription elongation factor SPT5,PF23042
O00267,Transcription elongation factor SPT5,PF23284
O00267,Transcription elongation factor SPT5,PF23291
O00267,Transcription elongation factor SPT5,PF23290
O00267,Transcription elongation factor SPT5,PF23288
O00267,Transcription elongation factor SPT5,PF23287
O00267,Transcription elongation factor SPT5,PF23037
O00267,Transcription elongation factor SPT5,PF03439
O00267,Transcription elongation factor SPT5,PF11942
Q6ZNA4,E3 ubiquitin-protein ligase Arkadia,PF15303
Q6ZNA4,E3 ubiquitin-protein ligase Arkadia,PF13639
Q9Y4P8,WD repeat domain phosphoinositide-interacting protein 2,PF21032
Q8N4T4,Rho guanine nucleotide exchange factor 39,PF00169
Q8N4T4,Rho guanine nucleotide exchange factor 39,PF00621
Q9NW82,WD repeat-containing protein 70,PF00400
E5RHT1,Presenilin 2,PF01080
Q9UMP2,DNA mismatch repair protein,PF05192
Q9UMP2,DNA mismatch repair protein,PF05190
Q9UMP2,DNA mismatch repair protein,PF00488
P52789,Hexokinase-2,PF00349
P52789,Hexokinase-2,PF03727
P01036,Cystatin-S,PF00031
P54760,Ephrin type-B receptor 4,PF14575
P54760,Ephrin type-B receptor 4,PF01404
P54760,Ephrin type-B receptor 4,PF07699
P54760,Ephrin type-B receptor 4,PF00041
P54760,Ephrin type-B receptor 4,PF07714
P54760,Ephrin type-B receptor 4,PF00536
P50454,Serpin H1,PF00079
Q07864,DNA polymerase epsilon catalytic subunit A,PF03104
Q07864,DNA polymerase epsilon catalytic subunit A,PF08490
Q07864,DNA polymerase epsilon catalytic subunit A,PF22634
Q07864,DNA polymerase epsilon catalytic subunit A,PF22912
Q07864,DNA polymerase epsilon catalytic subunit A,PF23250
Q9BZV1,UBX domain-containing protein 6,PF09409
Q9BZV1,UBX domain-containing protein 6,PF00789
Q8N5S9,Calcium/calmodulin-dependent protein kinase kinase 1,PF00069
Q9Y243,RAC-gamma serine/threonine-protein kinase,PF00169
Q9Y243,RAC-gamma serine/threonine-protein kinase,PF00069
Q9Y243,RAC-gamma serine/threonine-protein kinase,PF00433
Q9Y696,Chloride intracellular channel protein 4,PF22441
P30307,M-phase inducer phosphatase 3,PF06617
P30307,M-phase inducer phosphatase 3,PF00581
Q8WUY3,Protein prune homolog 2,PF12496
Q8WUY3,Protein prune homolog 2,PF13716
Q8WUY3,Protein prune homolog 2,PF02833
P10155,RNA-binding protein RO60,PF05731
P10155,RNA-binding protein RO60,PF25045
Q14318,Peptidyl-prolyl cis-trans isomerase FKBP8,PF00254
Q14318,Peptidyl-prolyl cis-trans isomerase FKBP8,PF13432
P10636,Microtubule-associated protein tau,PF00418
P08631,Tyrosine-protein kinase HCK,PF07714
P08631,Tyrosine-protein kinase HCK,PF00017
P08631,Tyrosine-protein kinase HCK,PF00018
Q14994,Nuclear receptor subfamily 1 group I member 3,PF00104
Q14994,Nuclear receptor subfamily 1 group I member 3,PF00105
Q6P5F9,Exportin-1,PF08767
Q6P5F9,Exportin-1,PF18777
Q6P5F9,Exportin-1,PF18784
Q6P5F9,Exportin-1,PF18787
Q6P5F9,Exportin-1,PF03810
Q6P5F9,Exportin-1,PF08389
Q9UHW5,GPN-loop GTPase 3,PF03029
O43930,Putative serine/threonine-protein kinase PRKY,PF00069
Q05C05,HCFC1 protein,PF13854
Q14289,Protein-tyrosine kinase 2-beta,PF21477
Q14289,Protein-tyrosine kinase 2-beta,PF00373
Q14289,Protein-tyrosine kinase 2-beta,PF18038
Q14289,Protein-tyrosine kinase 2-beta,PF03623
Q14289,Protein-tyrosine kinase 2-beta,PF07714
Q86WU2,"Probable D-lactate dehydrogenase, mitochondrial",PF02913
Q86WU2,"Probable D-lactate dehydrogenase, mitochondrial",PF01565
Q9H6E5,Speckle targeted PIP5K1A-regulated poly,PF22600
Q9H6E5,Speckle targeted PIP5K1A-regulated poly,PF03828
Q9H6E5,Speckle targeted PIP5K1A-regulated poly,PF00076
Q9H6E5,Speckle targeted PIP5K1A-regulated poly,PF12874
Q9NZD1,G-protein coupled receptor family C group 5 member D,PF00003
P10398,Serine/threonine-protein kinase A-Raf,PF00130
P10398,Serine/threonine-protein kinase A-Raf,PF07714
P10398,Serine/threonine-protein kinase A-Raf,PF02196
Q00536,Cyclin-dependent kinase 16,PF00069
Q9H3S7,Tyrosine-protein phosphatase non-receptor type 23,PF13949
Q9H3S7,Tyrosine-protein phosphatase non-receptor type 23,PF03097
Q9H3S7,Tyrosine-protein phosphatase non-receptor type 23,PF00102
O94817,Ubiquitin-like protein ATG12,PF04110
Q12789,General transcription factor 3C polypeptide 1,PF04182
Q12789,General transcription factor 3C polypeptide 1,PF24101
Q12789,General transcription factor 3C polypeptide 1,PF23704
Q99741,Cell division control protein 6 homolog,PF13191
Q99741,Cell division control protein 6 homolog,PF22606
Q99741,Cell division control protein 6 homolog,PF09079
Q9H1R3,"Myosin light chain kinase 2, skeletal/cardiac muscle",PF00069
P56179,Homeobox protein DLX-6,PF00046
Q13574,Diacylglycerol kinase zeta,PF12796
Q13574,Diacylglycerol kinase zeta,PF00130
Q13574,Diacylglycerol kinase zeta,PF00609
Q13574,Diacylglycerol kinase zeta,PF00781
Q13574,Diacylglycerol kinase zeta,PF23578
Q99471,Prefoldin subunit 5,PF02996
Q9BUV8,GEL complex subunit OPTI,PF07019
P59595,Nucleoprotein,PF00937
P03427,Polymerase basic protein 2,PF20947
P03427,Polymerase basic protein 2,PF20948
P03427,Polymerase basic protein 2,PF20949
P03427,Polymerase basic protein 2,PF20950
P03427,Polymerase basic protein 2,PF00604
P03427,Polymerase basic protein 2,PF20951
P03427,Polymerase basic protein 2,PF20952
Q99742,Neuronal PAS domain-containing protein 1,PF23171
Q99742,Neuronal PAS domain-containing protein 1,PF00989
Q99742,Neuronal PAS domain-containing protein 1,PF08447
Q58FG1,Putative heat shock protein HSP 90-alpha A4,PF13589
Q58FG1,Putative heat shock protein HSP 90-alpha A4,PF00183
O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,PF18397
O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,PF12179
O15111,Inhibitor of nuclear factor kappa-B kinase subunit alpha,PF00069
Q14147,Probable ATP-dependent RNA helicase DHX34,PF00270
Q14147,Probable ATP-dependent RNA helicase DHX34,PF21010
Q14147,Probable ATP-dependent RNA helicase DHX34,PF04408
Q14147,Probable ATP-dependent RNA helicase DHX34,PF00271
Q14147,Probable ATP-dependent RNA helicase DHX34,PF07717
Q14147,Probable ATP-dependent RNA helicase DHX34,PF24485
Q9NXR8,Inhibitor of growth protein 3,PF12998
Q9ULV5,Heat shock factor protein 4,PF00447
Q7Z7L7,Protein zer-1 homolog,PF25013
Q7Z7L7,Protein zer-1 homolog,PF22964
Q6PI98,INO80 complex subunit C,PF08265
Q8N987,N-terminal EF-hand calcium-binding protein 1,PF03992
P11802,Cyclin-dependent kinase 4,PF00069
P62993,Growth factor receptor-bound protein 2,PF00017
P62993,Growth factor receptor-bound protein 2,PF00018
P19525,"Interferon-induced, double-stranded RNA-activated protein kinase",PF00035
P19525,"Interferon-induced, double-stranded RNA-activated protein kinase",PF00069
P41279,Mitogen-activated protein kinase kinase kinase 8,PF00069
Q06418,Tyrosine-protein kinase receptor TYRO3,PF00041
Q06418,Tyrosine-protein kinase receptor TYRO3,PF07679
Q06418,Tyrosine-protein kinase receptor TYRO3,PF07714
Q9UBK9,Protein UXT,PF02996
P18615,Negative elongation factor E,PF00076
P48729,Casein kinase I isoform alpha,PF00069
Q13163,Dual specificity mitogen-activated protein kinase kinase 5,PF00564
Q13163,Dual specificity mitogen-activated protein kinase kinase 5,PF00069
Q6AWC2,Protein WWC2,PF00397
Q96GX5,Serine/threonine-protein kinase greatwall,PF00069
Q2M1V0,Intestine-specific homeobox,PF00046
Q9D1H7,Golgi to ER traffic protein 4 homolog,PF04190
O14654,Insulin receptor substrate 4,PF02174
O60502,Protein O-GlcNAcase,PF07555
Q8WUQ7,Splicing factor Cactin,PF10312
Q8WUQ7,Splicing factor Cactin,PF09732
Q15438,Cytohesin-1,PF00169
Q15438,Cytohesin-1,PF01369
Q9NWW5,Ceroid-lipofuscinosis neuronal protein 6,PF15156
P60484,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",PF10409
P60484,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",PF22785
Q3SXY8,ADP-ribosylation factor-like protein 13B,PF00025
P12931,Proto-oncogene tyrosine-protein kinase Src,PF07714
P12931,Proto-oncogene tyrosine-protein kinase Src,PF00017
P12931,Proto-oncogene tyrosine-protein kinase Src,PF00018
Q15075,Early endosome antigen 1,PF01363
O00186,Syntaxin-binding protein 3,PF00995
Q8IZU3,Synaptonemal complex protein 3,PF04803
Q9NZC9,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,PF07443
Q9NZC9,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,PF00271
Q9NZC9,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1,PF00176
O75365,Protein tyrosine phosphatase type IVA 3,PF22785
O14733,Dual specificity mitogen-activated protein kinase kinase 7,PF00069
Q15008,26S proteasome non-ATPase regulatory subunit 6,PF01399
Q15008,26S proteasome non-ATPase regulatory subunit 6,PF10602
Q15008,26S proteasome non-ATPase regulatory subunit 6,PF21154
P82663,Small ribosomal subunit protein mS25,PF05047
Q9Y6S9,Ribosomal protein S6 kinase-like 1,PF04212
Q9Y6S9,Ribosomal protein S6 kinase-like 1,PF00069
Q96DD0,Leucine-rich repeat-containing protein 39,PF23598
Q96DD0,Leucine-rich repeat-containing protein 39,PF13855
Q1X8D7,Leucine-rich repeat-containing protein 36,PF14580
O94805,Actin-like protein 6B,PF00022
P32456,Guanylate-binding protein 2,PF02263
P32456,Guanylate-binding protein 2,PF02841
Q9Y6Q5,AP-1 complex subunit mu-2,PF00928
Q9Y6Q5,AP-1 complex subunit mu-2,PF01217
O60832,H/ACA ribonucleoprotein complex subunit DKC1,PF08068
O60832,H/ACA ribonucleoprotein complex subunit DKC1,PF01472
O60832,H/ACA ribonucleoprotein complex subunit DKC1,PF16198
O60832,H/ACA ribonucleoprotein complex subunit DKC1,PF01509
Q03252,Lamin-B2,PF00038
Q03252,Lamin-B2,PF00932
Q8WYQ5,Microprocessor complex subunit DGCR8,PF00035
Q2WGJ6,Kelch-like protein 38,PF07707
Q2WGJ6,Kelch-like protein 38,PF24981
Q2WGJ6,Kelch-like protein 38,PF00651
Q2WGJ6,Kelch-like protein 38,PF01344
Q2WGJ6,Kelch-like protein 38,PF13418
Q53GT1,Kelch-like protein 22,PF07707
Q53GT1,Kelch-like protein 22,PF00651
Q53GT1,Kelch-like protein 22,PF01344
Q53GT1,Kelch-like protein 22,PF24681
Q9BVP2,Guanine nucleotide-binding protein-like 3,PF08701
Q9BVP2,Guanine nucleotide-binding protein-like 3,PF01926
Q9BVQ7,ATPase family gene 2 protein homolog B,PF00004
Q9BVQ7,ATPase family gene 2 protein homolog B,PF17862
P52798,Ephrin-A4,PF00812
P06401,Progesterone receptor,PF00104
P06401,Progesterone receptor,PF02161
P06401,Progesterone receptor,PF00105
P55884,Eukaryotic translation initiation factor 3 subunit B,PF08662
P55884,Eukaryotic translation initiation factor 3 subunit B,PF00076
Q9BXM7,"Serine/threonine-protein kinase PINK1, mitochondrial",PF00069
